"","data","nome_aeroporto","tipo_transporte","tipo_voo","pousos_no_mes","decolagens_no_mes","pou_dec_no_mes","embarcado_no_mes","desembarcado_no_mes","emb_desemb_no_mes","carregada_no_mes","descarregada_no_mes","car_descar_no_mes","transito_no_mes"
"3174",2013-06-01,"sbbg","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3175",2013-06-01,"sbbg","transporte não regular","voo doméstico",15,15,30,75,65,140,0,0,0,0
"3176",2013-06-01,"sbbg","transporte não regular","voo internacional",0,1,1,6,0,6,0,0,0,0
"3177",2013-06-01,"sbbh","transporte regular","voo doméstico",679,683,1362,30139,35169,65308,0,0,0,0
"3178",2013-06-01,"sbbh","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3179",2013-06-01,"sbbh","transporte não regular","voo doméstico",2124,2090,4214,9422,9657,19079,0,0,0,0
"3180",2013-06-01,"sbbh","transporte não regular","voo internacional",9,8,17,35,40,75,0,0,0,0
"3181",2013-06-01,"sbbi","transporte regular","voo doméstico",0,0,0,0,0,0,0,0,0,0
"3182",2013-06-01,"sbbi","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3183",2013-06-01,"sbbi","transporte não regular","voo doméstico",715,711,1426,1989,1953,3942,0,0,0,0
"3184",2013-06-01,"sbbi","transporte não regular","voo internacional",1,1,2,0,0,0,0,0,0,0
"3185",2013-06-01,"sbbv","transporte regular","voo doméstico",131,131,262,15519,14803,30322,0,0,0,0
"3186",2013-06-01,"sbbv","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3187",2013-06-01,"sbbv","transporte não regular","voo doméstico",114,110,224,270,173,443,0,0,0,0
"3188",2013-06-01,"sbbv","transporte não regular","voo internacional",21,24,45,5,6,11,0,0,0,0
"3189",2013-06-01,"sbcg","transporte regular","voo doméstico",679,687,1366,66350,62749,129099,50825,75433,126258,0
"3190",2013-06-01,"sbcg","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3191",2013-06-01,"sbcg","transporte não regular","voo doméstico",362,355,717,726,1617,2343,35877,78427,114304,0
"3192",2013-06-01,"sbcg","transporte não regular","voo internacional",20,20,40,0,0,0,0,0,0,0
"3193",2013-06-01,"sbcj","transporte regular","voo doméstico",94,94,188,4106,3895,8001,0,0,0,0
"3194",2013-06-01,"sbcj","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3195",2013-06-01,"sbcj","transporte não regular","voo doméstico",121,122,243,537,425,962,0,0,0,0
"3196",2013-06-01,"sbcj","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3197",2013-06-01,"sbcr","transporte regular","voo doméstico",21,21,42,918,929,1847,0,0,0,0
"3198",2013-06-01,"sbcr","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3199",2013-06-01,"sbcr","transporte não regular","voo doméstico",42,41,83,120,91,211,0,0,0,0
"3200",2013-06-01,"sbcr","transporte não regular","voo internacional",3,3,6,3,0,3,0,0,0,0
"3201",2013-06-01,"sbct","transporte regular","voo doméstico",2748,2795,5543,262976,253361,516337,125443,73224,198667,215936
"3202",2013-06-01,"sbct","transporte regular","voo internacional",64,65,129,2461,2327,4788,0,0,0,0
"3203",2013-06-01,"sbct","transporte não regular","voo doméstico",374,336,710,4844,8040,12884,0,0,0,0
"3204",2013-06-01,"sbct","transporte não regular","voo internacional",21,18,39,14,17,31,0,0,0,0
"3205",2013-06-01,"sbcz","transporte regular","voo doméstico",30,30,60,2435,2383,4818,0,0,0,0
"3206",2013-06-01,"sbcz","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3207",2013-06-01,"sbcz","transporte não regular","voo doméstico",164,166,330,589,553,1142,1450,6050,7500,0
"3208",2013-06-01,"sbcz","transporte não regular","voo internacional",1,1,2,0,0,0,0,0,0,0
"3209",2013-06-01,"sbeg","transporte regular","voo doméstico",1268,1275,2543,114104,103415,217519,0,0,0,0
"3210",2013-06-01,"sbeg","transporte regular","voo internacional",122,119,241,6822,7210,14032,0,0,0,0
"3211",2013-06-01,"sbeg","transporte não regular","voo doméstico",863,865,1728,8067,6549,14616,0,0,0,0
"3212",2013-06-01,"sbeg","transporte não regular","voo internacional",170,165,335,0,0,0,0,0,0,0
"3213",2013-06-01,"sbfi","transporte regular","voo doméstico",563,567,1130,61418,60479,121897,0,0,0,0
"3214",2013-06-01,"sbfi","transporte regular","voo internacional",17,17,34,2285,2371,4656,0,0,0,0
"3215",2013-06-01,"sbfi","transporte não regular","voo doméstico",150,151,301,1850,2242,4092,0,0,0,0
"3216",2013-06-01,"sbfi","transporte não regular","voo internacional",46,44,90,226,260,486,0,0,0,0
"3217",2013-06-01,"sbgo","transporte regular","voo doméstico",1165,1165,2330,112516,108862,221378,32112,100270,132382,54287
"3218",2013-06-01,"sbgo","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3219",2013-06-01,"sbgo","transporte não regular","voo doméstico",1293,1275,2568,6464,6490,12954,53334,75560,128894,94952
"3220",2013-06-01,"sbgo","transporte não regular","voo internacional",9,6,15,30,45,75,0,0,0,0
"3221",2013-06-01,"sbht","transporte regular","voo doméstico",155,156,311,7081,7163,14244,0,0,0,0
"3222",2013-06-01,"sbht","transporte regular","voo internacional",1,1,2,0,0,0,0,0,0,0
"3223",2013-06-01,"sbht","transporte não regular","voo doméstico",158,158,316,366,272,638,7927,14580,22507,6245
"3224",2013-06-01,"sbht","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3225",2013-06-01,"sbiz","transporte regular","voo doméstico",172,171,343,14654,15184,29838,0,0,0,0
"3226",2013-06-01,"sbiz","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3227",2013-06-01,"sbiz","transporte não regular","voo doméstico",169,170,339,1531,1545,3076,0,0,0,0
"3228",2013-06-01,"sbiz","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3229",2013-06-01,"sbjc","transporte regular","voo doméstico",0,0,0,0,0,0,0,0,0,0
"3230",2013-06-01,"sbjc","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3231",2013-06-01,"sbjc","transporte não regular","voo doméstico",585,585,1170,1203,1159,2362,0,0,0,0
"3232",2013-06-01,"sbjc","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3233",2013-06-01,"sbjr","transporte regular","voo doméstico",0,0,0,0,0,0,0,0,0,0
"3234",2013-06-01,"sbjr","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3235",2013-06-01,"sbjr","transporte não regular","voo doméstico",3448,3420,6868,8468,4264,12732,0,0,0,0
"3236",2013-06-01,"sbjr","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3237",2013-06-01,"sbjv","transporte regular","voo doméstico",166,170,336,13698,13481,27179,0,0,0,0
"3238",2013-06-01,"sbjv","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3239",2013-06-01,"sbjv","transporte não regular","voo doméstico",163,159,322,54,908,962,0,0,0,0
"3240",2013-06-01,"sbjv","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3241",2013-06-01,"sblo","transporte regular","voo doméstico",466,469,935,40185,38732,78917,0,0,0,0
"3242",2013-06-01,"sblo","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3243",2013-06-01,"sblo","transporte não regular","voo doméstico",569,569,1138,900,1959,2859,0,0,0,0
"3244",2013-06-01,"sblo","transporte não regular","voo internacional",2,2,4,0,0,0,0,0,0,0
"3245",2013-06-01,"sbma","transporte regular","voo doméstico",402,401,803,19511,19267,38778,0,0,0,0
"3246",2013-06-01,"sbma","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3247",2013-06-01,"sbma","transporte não regular","voo doméstico",326,323,649,1159,1099,2258,0,0,0,0
"3248",2013-06-01,"sbma","transporte não regular","voo internacional",1,1,2,0,0,0,0,0,0,0
"3249",2013-06-01,"sbmk","transporte regular","voo doméstico",199,197,396,12654,12822,25476,0,0,0,0
"3250",2013-06-01,"sbmk","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3251",2013-06-01,"sbmk","transporte não regular","voo doméstico",259,256,515,64,58,122,0,0,0,0
"3252",2013-06-01,"sbmk","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3253",2013-06-01,"sbmq","transporte regular","voo doméstico",308,309,617,27204,26259,53463,0,1000,1000,0
"3254",2013-06-01,"sbmq","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3255",2013-06-01,"sbmq","transporte não regular","voo doméstico",196,192,388,216,138,354,0,0,0,0
"3256",2013-06-01,"sbmq","transporte não regular","voo internacional",6,6,12,0,0,0,0,0,0,0
"3257",2013-06-01,"sbmt","transporte regular","voo doméstico",0,0,0,0,0,0,0,0,0,0
"3258",2013-06-01,"sbmt","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3259",2013-06-01,"sbmt","transporte não regular","voo doméstico",5431,5429,10860,10774,10862,21636,0,0,0,0
"3260",2013-06-01,"sbmt","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3261",2013-06-01,"sbnf","transporte regular","voo doméstico",495,494,989,40928,39929,80857,0,0,0,0
"3262",2013-06-01,"sbnf","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3263",2013-06-01,"sbnf","transporte não regular","voo doméstico",415,423,838,1362,1961,3323,0,0,0,0
"3264",2013-06-01,"sbnf","transporte não regular","voo internacional",2,1,3,0,2,2,0,0,0,0
"3265",2013-06-01,"sbpb","transporte regular","voo doméstico",0,0,0,0,0,0,0,0,0,0
"3266",2013-06-01,"sbpb","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3267",2013-06-01,"sbpb","transporte não regular","voo doméstico",43,47,90,116,84,200,0,0,0,0
"3268",2013-06-01,"sbpb","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3269",2013-06-01,"sbpj","transporte regular","voo doméstico",352,348,700,24652,24510,49162,0,0,0,0
"3270",2013-06-01,"sbpj","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3271",2013-06-01,"sbpj","transporte não regular","voo doméstico",482,474,956,1678,1189,2867,27150,38865,66015,0
"3272",2013-06-01,"sbpj","transporte não regular","voo internacional",2,2,4,0,0,0,0,0,0,0
"3273",2013-06-01,"sbpk","transporte regular","voo doméstico",68,68,136,1007,855,1862,0,0,0,0
"3274",2013-06-01,"sbpk","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3275",2013-06-01,"sbpk","transporte não regular","voo doméstico",32,31,63,97,91,188,0,0,0,0
"3276",2013-06-01,"sbpk","transporte não regular","voo internacional",3,5,8,4,7,11,0,0,0,0
"3277",2013-06-01,"sbpl","transporte regular","voo doméstico",224,222,446,19708,21738,41446,0,0,0,0
"3278",2013-06-01,"sbpl","transporte regular","voo internacional",4,4,8,0,0,0,0,0,0,0
"3279",2013-06-01,"sbpl","transporte não regular","voo doméstico",78,81,159,161,109,270,0,0,0,0
"3280",2013-06-01,"sbpl","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3281",2013-06-01,"sbpp","transporte regular","voo doméstico",0,0,0,0,0,0,0,0,0,0
"3282",2013-06-01,"sbpp","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3283",2013-06-01,"sbpp","transporte não regular","voo doméstico",60,61,121,101,101,202,0,0,0,0
"3284",2013-06-01,"sbpp","transporte não regular","voo internacional",4,4,8,7,3,10,0,0,0,0
"3285",2013-06-01,"sbpr","transporte regular","voo doméstico",0,0,0,0,0,0,0,0,0,0
"3286",2013-06-01,"sbpr","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3287",2013-06-01,"sbpr","transporte não regular","voo doméstico",1278,1257,2535,1369,1248,2617,0,0,0,0
"3288",2013-06-01,"sbpr","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3289",2013-06-01,"sbpv","transporte regular","voo doméstico",471,469,940,39658,38314,77972,46921,186667,233588,0
"3290",2013-06-01,"sbpv","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3291",2013-06-01,"sbpv","transporte não regular","voo doméstico",258,255,513,0,0,0,0,0,0,0
"3292",2013-06-01,"sbpv","transporte não regular","voo internacional",1,1,2,0,0,0,0,0,0,0
"3293",2013-06-01,"sbrb","transporte regular","voo doméstico",154,154,308,15957,15773,31730,0,0,0,0
"3294",2013-06-01,"sbrb","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3295",2013-06-01,"sbrb","transporte não regular","voo doméstico",253,250,503,695,468,1163,0,0,0,0
"3296",2013-06-01,"sbrb","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3297",2013-06-01,"sbrj","transporte regular","voo doméstico",3872,3896,7768,347609,343312,690921,0,0,0,0
"3298",2013-06-01,"sbrj","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3299",2013-06-01,"sbrj","transporte não regular","voo doméstico",1022,988,2010,2612,2318,4930,0,0,0,0
"3300",2013-06-01,"sbrj","transporte não regular","voo internacional",3,3,6,0,0,0,0,0,0,0
"3301",2013-06-01,"sbsj","transporte regular","voo doméstico",95,97,192,4440,4172,8612,0,0,0,0
"3302",2013-06-01,"sbsj","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3303",2013-06-01,"sbsj","transporte não regular","voo doméstico",619,605,1224,2161,1965,4126,0,0,0,0
"3304",2013-06-01,"sbsj","transporte não regular","voo internacional",3,14,17,59,6,65,0,0,0,0
"3305",2013-06-01,"sbsl","transporte regular","voo doméstico",653,653,1306,74001,78773,152774,0,0,0,0
"3306",2013-06-01,"sbsl","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3307",2013-06-01,"sbsl","transporte não regular","voo doméstico",421,415,836,1012,884,1896,71398,171070,242468,0
"3308",2013-06-01,"sbsl","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3309",2013-06-01,"sbsn","transporte regular","voo doméstico",362,362,724,20320,18302,38622,0,0,0,0
"3310",2013-06-01,"sbsn","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3311",2013-06-01,"sbsn","transporte não regular","voo doméstico",383,381,764,997,588,1585,0,0,0,0
"3312",2013-06-01,"sbsn","transporte não regular","voo internacional",1,1,2,0,0,0,0,0,0,0
"3313",2013-06-01,"sbsp","transporte regular","voo doméstico",6093,6226,12319,684456,646076,1330532,0,0,0,0
"3314",2013-06-01,"sbsp","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3315",2013-06-01,"sbsp","transporte não regular","voo doméstico",2336,2218,4554,12658,11853,24511,0,0,0,0
"3316",2013-06-01,"sbsp","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3317",2013-06-01,"sbte","transporte regular","voo doméstico",430,430,860,44118,48697,92815,22783,82946,105729,249510
"3318",2013-06-01,"sbte","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3319",2013-06-01,"sbte","transporte não regular","voo doméstico",251,241,492,976,1154,2130,0,0,0,0
"3320",2013-06-01,"sbte","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3321",2013-06-01,"sbtf","transporte regular","voo doméstico",71,71,142,1748,1906,3654,0,0,0,0
"3322",2013-06-01,"sbtf","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3323",2013-06-01,"sbtf","transporte não regular","voo doméstico",214,215,429,588,508,1096,3235,3503,6738,19678
"3324",2013-06-01,"sbtf","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3325",2013-06-01,"sbtt","transporte regular","voo doméstico",58,58,116,2055,2291,4346,0,0,0,0
"3326",2013-06-01,"sbtt","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3327",2013-06-01,"sbtt","transporte não regular","voo doméstico",56,57,113,282,257,539,2808,4942,7750,856
"3328",2013-06-01,"sbtt","transporte não regular","voo internacional",1,1,2,14,14,28,0,0,0,0
"3329",2013-06-01,"sbuf","transporte regular","voo doméstico",0,0,0,0,0,0,0,0,0,0
"3330",2013-06-01,"sbuf","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3331",2013-06-01,"sbuf","transporte não regular","voo doméstico",46,47,93,134,127,261,0,0,0,0
"3332",2013-06-01,"sbuf","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3333",2013-06-01,"sbug","transporte regular","voo doméstico",0,0,0,0,0,0,0,0,0,0
"3334",2013-06-01,"sbug","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3335",2013-06-01,"sbug","transporte não regular","voo doméstico",10,10,20,20,16,36,0,0,0,0
"3336",2013-06-01,"sbug","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3337",2013-06-01,"sbul","transporte regular","voo doméstico",548,549,1097,44934,44471,89405,0,0,0,0
"3338",2013-06-01,"sbul","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3339",2013-06-01,"sbul","transporte não regular","voo doméstico",672,670,1342,1864,1644,3508,0,0,0,0
"3340",2013-06-01,"sbul","transporte não regular","voo internacional",2,2,4,6,6,12,0,0,0,0
"3341",2013-06-01,"sbur","transporte regular","voo doméstico",114,114,228,4981,5293,10274,0,0,0,0
"3342",2013-06-01,"sbur","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3343",2013-06-01,"sbur","transporte não regular","voo doméstico",146,150,296,432,390,822,0,0,0,0
"3344",2013-06-01,"sbur","transporte não regular","voo internacional",1,1,2,0,0,0,0,0,0,0
"3345",2013-05-01,"sbbe","transporte regular","voo doméstico",1670,1676,3346,138326,138104,276430,2,0,2,0
"3346",2013-05-01,"sbbe","transporte regular","voo internacional",18,18,36,1783,1721,3504,0,2,2,0
"3347",2013-05-01,"sbbe","transporte não regular","voo doméstico",506,497,1003,2453,2661,5114,105664,352113,457777,0
"3348",2013-05-01,"sbbe","transporte não regular","voo internacional",16,14,30,32,20,52,0,0,0,0
"3349",2013-05-01,"sbbg","transporte regular","voo doméstico",0,0,0,0,0,0,0,0,0,0
"3350",2013-05-01,"sbbg","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3351",2013-05-01,"sbbg","transporte não regular","voo doméstico",15,17,32,96,79,175,0,0,0,0
"3352",2013-05-01,"sbbg","transporte não regular","voo internacional",2,0,2,0,0,0,0,0,0,0
"3353",2013-05-01,"sbbh","transporte regular","voo doméstico",729,728,1457,31756,36546,68302,0,0,0,0
"3354",2013-05-01,"sbbh","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3355",2013-05-01,"sbbh","transporte não regular","voo doméstico",2323,2348,4671,9953,9991,19944,0,0,0,0
"3356",2013-05-01,"sbbh","transporte não regular","voo internacional",5,5,10,31,31,62,0,0,0,0
"3357",2013-05-01,"sbbi","transporte regular","voo doméstico",0,0,0,0,0,0,0,0,0,0
"3358",2013-05-01,"sbbi","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3359",2013-05-01,"sbbi","transporte não regular","voo doméstico",1005,1013,2018,2944,3913,6857,0,0,0,0
"3360",2013-05-01,"sbbi","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3361",2013-05-01,"sbbv","transporte regular","voo doméstico",139,140,279,15435,14881,30316,0,0,0,0
"3362",2013-05-01,"sbbv","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3363",2013-05-01,"sbbv","transporte não regular","voo doméstico",125,129,254,653,458,1111,0,0,0,0
"3364",2013-05-01,"sbbv","transporte não regular","voo internacional",29,23,52,11,13,24,0,0,0,0
"3365",2013-05-01,"sbcg","transporte regular","voo doméstico",722,721,1443,67311,63798,131109,41933,67487,109420,3
"3366",2013-05-01,"sbcg","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3367",2013-05-01,"sbcg","transporte não regular","voo doméstico",377,373,750,459,427,886,180,0,180,0
"3368",2013-05-01,"sbcg","transporte não regular","voo internacional",10,11,21,0,0,0,0,0,0,0
"3369",2013-05-01,"sbcj","transporte regular","voo doméstico",101,101,202,4199,3910,8109,0,0,0,0
"3370",2013-05-01,"sbcj","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3371",2013-05-01,"sbcj","transporte não regular","voo doméstico",100,100,200,911,691,1602,0,0,0,0
"3372",2013-05-01,"sbcj","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3373",2013-05-01,"sbcr","transporte regular","voo doméstico",23,23,46,1102,1088,2190,0,0,0,0
"3374",2013-05-01,"sbcr","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3375",2013-05-01,"sbcr","transporte não regular","voo doméstico",62,61,123,168,162,330,0,0,0,0
"3376",2013-05-01,"sbcr","transporte não regular","voo internacional",2,3,5,11,5,16,0,0,0,0
"3377",2013-05-01,"sbct","transporte regular","voo doméstico",3062,3088,6150,290115,275272,565387,161982,101649,263631,355704
"3378",2013-05-01,"sbct","transporte regular","voo internacional",70,70,140,2419,2124,4543,0,0,0,0
"3379",2013-05-01,"sbct","transporte não regular","voo doméstico",491,456,947,2305,4232,6537,0,0,0,0
"3380",2013-05-01,"sbct","transporte não regular","voo internacional",14,18,32,30,27,57,0,0,0,0
"3381",2013-05-01,"sbcz","transporte regular","voo doméstico",31,31,62,2987,2774,5761,0,0,0,0
"3382",2013-05-01,"sbcz","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3383",2013-05-01,"sbcz","transporte não regular","voo doméstico",172,171,343,699,704,1403,0,0,0,0
"3384",2013-05-01,"sbcz","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3385",2013-05-01,"sbeg","transporte regular","voo doméstico",1280,1293,2573,108095,103913,212008,0,0,0,0
"3386",2013-05-01,"sbeg","transporte regular","voo internacional",118,118,236,8460,8720,17180,0,0,0,0
"3387",2013-05-01,"sbeg","transporte não regular","voo doméstico",730,722,1452,6680,6954,13634,0,0,0,0
"3388",2013-05-01,"sbeg","transporte não regular","voo internacional",153,151,304,0,8,8,0,0,0,0
"3389",2013-05-01,"sbfi","transporte regular","voo doméstico",595,597,1192,65654,68897,134551,0,0,0,0
"3390",2013-05-01,"sbfi","transporte regular","voo internacional",18,18,36,2428,2492,4920,0,0,0,0
"3391",2013-05-01,"sbfi","transporte não regular","voo doméstico",162,160,322,882,1380,2262,0,0,0,0
"3392",2013-05-01,"sbfi","transporte não regular","voo internacional",52,50,102,151,184,335,0,0,0,0
"3393",2013-05-01,"sbgo","transporte regular","voo doméstico",1175,1176,2351,113618,113599,227217,4131,97121,101252,7970
"3394",2013-05-01,"sbgo","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3395",2013-05-01,"sbgo","transporte não regular","voo doméstico",1391,1406,2797,7055,7036,14091,0,0,0,0
"3396",2013-05-01,"sbgo","transporte não regular","voo internacional",6,5,11,25,30,55,0,0,0,0
"3397",2013-05-01,"sbht","transporte regular","voo doméstico",172,171,343,7862,8418,16280,0,0,0,0
"3398",2013-05-01,"sbht","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3399",2013-05-01,"sbht","transporte não regular","voo doméstico",149,151,300,270,225,495,10384,23409,33793,11330
"3400",2013-05-01,"sbht","transporte não regular","voo internacional",1,1,2,0,0,0,0,0,0,0
"3401",2013-05-01,"sbiz","transporte regular","voo doméstico",178,179,357,15144,14768,29912,0,0,0,0
"3402",2013-05-01,"sbiz","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3403",2013-05-01,"sbiz","transporte não regular","voo doméstico",175,174,349,1475,1498,2973,0,0,0,0
"3404",2013-05-01,"sbiz","transporte não regular","voo internacional",1,1,2,0,0,0,0,0,0,0
"3405",2013-05-01,"sbjc","transporte regular","voo doméstico",0,0,0,0,0,0,0,0,0,0
"3406",2013-05-01,"sbjc","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3407",2013-05-01,"sbjc","transporte não regular","voo doméstico",611,612,1223,1197,1086,2283,0,0,0,0
"3408",2013-05-01,"sbjc","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3409",2013-05-01,"sbjr","transporte regular","voo doméstico",0,0,0,0,0,0,0,0,0,0
"3410",2013-05-01,"sbjr","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3411",2013-05-01,"sbjr","transporte não regular","voo doméstico",3430,3432,6862,8853,4517,13370,0,0,0,0
"3412",2013-05-01,"sbjr","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3413",2013-05-01,"sbjv","transporte regular","voo doméstico",179,178,357,15350,14961,30311,0,0,0,0
"3414",2013-05-01,"sbjv","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3415",2013-05-01,"sbjv","transporte não regular","voo doméstico",181,181,362,72,217,289,0,0,0,0
"3416",2013-05-01,"sbjv","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3417",2013-05-01,"sblo","transporte regular","voo doméstico",472,469,941,42018,40584,82602,0,0,0,0
"3418",2013-05-01,"sblo","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3419",2013-05-01,"sblo","transporte não regular","voo doméstico",801,814,1615,1430,1734,3164,0,0,0,0
"3420",2013-05-01,"sblo","transporte não regular","voo internacional",0,1,1,0,0,0,0,0,0,0
"3421",2013-05-01,"sbma","transporte regular","voo doméstico",461,462,923,23173,21097,44270,0,375,375,0
"3422",2013-05-01,"sbma","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3423",2013-05-01,"sbma","transporte não regular","voo doméstico",303,304,607,1647,1545,3192,0,0,0,0
"3424",2013-05-01,"sbma","transporte não regular","voo internacional",2,2,4,0,0,0,0,0,0,0
"3425",2013-05-01,"sbmk","transporte regular","voo doméstico",205,205,410,13174,13055,26229,0,0,0,0
"3426",2013-05-01,"sbmk","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3427",2013-05-01,"sbmk","transporte não regular","voo doméstico",231,231,462,77,64,141,0,0,0,0
"3428",2013-05-01,"sbmk","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3429",2013-05-01,"sbmq","transporte regular","voo doméstico",347,347,694,26459,25788,52247,5900,13200,19100,0
"3430",2013-05-01,"sbmq","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3431",2013-05-01,"sbmq","transporte não regular","voo doméstico",190,194,384,342,185,527,0,0,0,0
"3432",2013-05-01,"sbmq","transporte não regular","voo internacional",11,10,21,0,0,0,0,0,0,0
"3433",2013-05-01,"sbmt","transporte regular","voo doméstico",0,0,0,0,0,0,0,0,0,0
"3434",2013-05-01,"sbmt","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3435",2013-05-01,"sbmt","transporte não regular","voo doméstico",6067,6084,12151,12120,12126,24246,0,0,0,0
"3436",2013-05-01,"sbmt","transporte não regular","voo internacional",1,1,2,0,0,0,0,0,0,0
"3437",2013-05-01,"sbnf","transporte regular","voo doméstico",537,539,1076,47657,47368,95025,0,0,0,0
"3438",2013-05-01,"sbnf","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"3439",2013-05-01,"sbnf","transporte não regular","voo doméstico",526,522,1048,1827,2540,4367,0,0,0,0
"3440",2013-05-01,"sbnf","transporte não regular","voo internacional",13,6,19,13,6,19,0,0,0,0
"3441",2013-05-01,"sbpb","transporte regular","voo doméstico",0,0,0,0,0,0,0,0,0,0
"3442",2013-05-01,"sbpb","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
