"","data","nome_aeroporto","tipo_transporte","tipo_voo","pousos_no_mes","decolagens_no_mes","pou_dec_no_mes","embarcado_no_mes","desembarcado_no_mes","emb_desemb_no_mes","carregada_no_mes","descarregada_no_mes","car_descar_no_mes","transito_no_mes"
"11387",2017-01-01,"sbpv","transporte não regular","voo doméstico",167,164,331,294,275,569,0,0,0,0
"11388",2017-01-01,"sbpv","transporte não regular","voo internacional",1,1,2,0,0,0,0,0,0,0
"11389",2017-01-01,"sbrb","transporte regular","voo doméstico",168,166,334,17916,18323,36239,0,0,0,210
"11390",2017-01-01,"sbrb","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11391",2017-01-01,"sbrb","transporte não regular","voo doméstico",115,115,230,834,636,1470,0,0,0,0
"11392",2017-01-01,"sbrb","transporte não regular","voo internacional",2,0,2,0,0,0,0,0,0,0
"11393",2017-01-01,"sbrj","transporte regular","voo doméstico",3615,3636,7251,414142,375292,789434,0,0,0,0
"11394",2017-01-01,"sbrj","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11395",2017-01-01,"sbrj","transporte não regular","voo doméstico",630,609,1239,18702,19910,38612,0,0,0,0
"11396",2017-01-01,"sbrj","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11397",2017-01-01,"sbsj","transporte regular","voo doméstico",0,0,0,0,0,0,0,0,0,0
"11398",2017-01-01,"sbsj","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11399",2017-01-01,"sbsj","transporte não regular","voo doméstico",289,274,563,483,544,1027,0,0,0,0
"11400",2017-01-01,"sbsj","transporte não regular","voo internacional",2,9,11,21,4,25,0,0,0,0
"11401",2017-01-01,"sbsl","transporte regular","voo doméstico",629,658,1287,71408,69212,140620,0,0,0,0
"11402",2017-01-01,"sbsl","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11403",2017-01-01,"sbsl","transporte não regular","voo doméstico",314,283,597,8857,13144,22001,57940,153081,211021,0
"11404",2017-01-01,"sbsl","transporte não regular","voo internacional",4,3,7,0,0,0,0,0,0,0
"11405",2017-01-01,"sbsn","transporte regular","voo doméstico",279,280,559,25519,20315,45834,0,0,0,0
"11406",2017-01-01,"sbsn","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11407",2017-01-01,"sbsn","transporte não regular","voo doméstico",172,172,344,365,371,736,960,1100,2060,0
"11408",2017-01-01,"sbsn","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11409",2017-01-01,"sbsp","transporte regular","voo doméstico",7241,7302,14543,905489,955763,1861252,0,0,0,0
"11410",2017-01-01,"sbsp","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11411",2017-01-01,"sbsp","transporte não regular","voo doméstico",1604,1513,3117,30919,35115,66034,0,0,0,0
"11412",2017-01-01,"sbsp","transporte não regular","voo internacional",4,4,8,16,8,24,0,0,0,0
"11413",2017-01-01,"sbte","transporte regular","voo doméstico",528,525,1053,54219,49180,103399,20273,62348,82621,203672
"11414",2017-01-01,"sbte","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11415",2017-01-01,"sbte","transporte não regular","voo doméstico",203,199,402,2265,2397,4662,0,0,0,0
"11416",2017-01-01,"sbte","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11417",2017-01-01,"sbtf","transporte regular","voo doméstico",35,35,70,1458,1479,2937,0,0,0,0
"11418",2017-01-01,"sbtf","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11419",2017-01-01,"sbtf","transporte não regular","voo doméstico",146,145,291,924,786,1710,1627,1698,3325,11935
"11420",2017-01-01,"sbtf","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11421",2017-01-01,"sbtt","transporte regular","voo doméstico",31,31,62,2746,3058,5804,0,0,0,0
"11422",2017-01-01,"sbtt","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11423",2017-01-01,"sbtt","transporte não regular","voo doméstico",61,61,122,196,235,431,1147,1631,2778,371
"11424",2017-01-01,"sbtt","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11425",2017-01-01,"sbuf","transporte regular","voo doméstico",9,9,18,585,558,1143,0,0,0,0
"11426",2017-01-01,"sbuf","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11427",2017-01-01,"sbuf","transporte não regular","voo doméstico",33,34,67,97,98,195,0,0,0,0
"11428",2017-01-01,"sbuf","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11429",2017-01-01,"sbug","transporte regular","voo doméstico",9,9,18,581,512,1093,0,0,0,0
"11430",2017-01-01,"sbug","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11431",2017-01-01,"sbug","transporte não regular","voo doméstico",20,20,40,582,555,1137,0,0,0,0
"11432",2017-01-01,"sbug","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11433",2017-01-01,"sbul","transporte regular","voo doméstico",416,407,823,40276,40364,80640,0,0,0,0
"11434",2017-01-01,"sbul","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11435",2017-01-01,"sbul","transporte não regular","voo doméstico",397,412,809,3852,3484,7336,0,0,0,0
"11436",2017-01-01,"sbul","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11437",2017-01-01,"sbur","transporte regular","voo doméstico",56,54,110,2703,2962,5665,0,0,0,0
"11438",2017-01-01,"sbur","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11439",2017-01-01,"sbur","transporte não regular","voo doméstico",85,91,176,415,277,692,0,0,0,0
"11440",2017-01-01,"sbur","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11441",2017-07-01,"sbbe","transporte regular","voo doméstico",1111,1111,2222,142540,140153,282693,87693,317605,405298,0
"11442",2017-07-01,"sbbe","transporte regular","voo internacional",47,47,94,5904,6293,12197,6,0,6,0
"11443",2017-07-01,"sbbe","transporte não regular","voo doméstico",494,501,995,6119,5874,11993,0,0,0,0
"11444",2017-07-01,"sbbe","transporte não regular","voo internacional",14,11,25,657,779,1436,0,0,0,0
"11445",2017-07-01,"sbbg","transporte regular","voo doméstico",0,0,0,0,0,0,0,0,0,0
"11446",2017-07-01,"sbbg","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11447",2017-07-01,"sbbg","transporte não regular","voo doméstico",9,9,18,32,37,69,0,0,0,0
"11448",2017-07-01,"sbbg","transporte não regular","voo internacional",3,3,6,17,15,32,0,0,0,0
"11449",2017-07-01,"sbbh","transporte regular","voo doméstico",52,52,104,2197,2111,4308,0,0,0,0
"11450",2017-07-01,"sbbh","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11451",2017-07-01,"sbbh","transporte não regular","voo doméstico",1702,1692,3394,7386,7424,14810,0,0,0,0
"11452",2017-07-01,"sbbh","transporte não regular","voo internacional",4,4,8,23,23,46,0,0,0,0
"11453",2017-07-01,"sbbi","transporte regular","voo doméstico",0,0,0,0,0,0,0,0,0,0
"11454",2017-07-01,"sbbi","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11455",2017-07-01,"sbbi","transporte não regular","voo doméstico",1175,1176,2351,2799,2780,5579,0,0,0,0
"11456",2017-07-01,"sbbi","transporte não regular","voo internacional",1,0,1,0,0,0,0,0,0,0
"11457",2017-07-01,"sbbv","transporte regular","voo doméstico",92,92,184,12733,12207,24940,0,0,0,0
"11458",2017-07-01,"sbbv","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11459",2017-07-01,"sbbv","transporte não regular","voo doméstico",105,102,207,281,218,499,0,0,0,0
"11460",2017-07-01,"sbbv","transporte não regular","voo internacional",17,20,37,24,14,38,0,0,0,0
"11461",2017-07-01,"sbcg","transporte regular","voo doméstico",533,537,1070,67713,64990,132703,0,0,0,0
"11462",2017-07-01,"sbcg","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11463",2017-07-01,"sbcg","transporte não regular","voo doméstico",338,338,676,1621,1790,3411,82244,104592,186836,0
"11464",2017-07-01,"sbcg","transporte não regular","voo internacional",10,9,19,0,0,0,0,0,0,0
"11465",2017-07-01,"sbcj","transporte regular","voo doméstico",81,81,162,5765,5734,11499,0,0,0,0
"11466",2017-07-01,"sbcj","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11467",2017-07-01,"sbcj","transporte não regular","voo doméstico",79,78,157,272,96,368,0,0,0,0
"11468",2017-07-01,"sbcj","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11469",2017-07-01,"sbcr","transporte regular","voo doméstico",18,17,35,1067,1126,2193,0,0,0,0
"11470",2017-07-01,"sbcr","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11471",2017-07-01,"sbcr","transporte não regular","voo doméstico",43,46,89,89,76,165,0,0,0,0
"11472",2017-07-01,"sbcr","transporte não regular","voo internacional",3,3,6,8,7,15,0,0,0,0
"11473",2017-07-01,"sbct","transporte regular","voo doméstico",2239,2238,4477,279476,272328,551804,88813,42220,131033,207545
"11474",2017-07-01,"sbct","transporte regular","voo internacional",62,62,124,2736,2700,5436,0,60575,60575,0
"11475",2017-07-01,"sbct","transporte não regular","voo doméstico",544,547,1091,31867,32154,64021,0,0,0,0
"11476",2017-07-01,"sbct","transporte não regular","voo internacional",12,12,24,119,43,162,0,0,0,0
"11477",2017-07-01,"sbcz","transporte regular","voo doméstico",43,43,86,3772,3820,7592,0,0,0,0
"11478",2017-07-01,"sbcz","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11479",2017-07-01,"sbcz","transporte não regular","voo doméstico",213,212,425,892,868,1760,0,0,0,0
"11480",2017-07-01,"sbcz","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11481",2017-07-01,"sbeg","transporte regular","voo doméstico",904,892,1796,111212,108831,220043,0,601,601,0
"11482",2017-07-01,"sbeg","transporte regular","voo internacional",100,110,210,5155,4957,10112,0,0,0,0
"11483",2017-07-01,"sbeg","transporte não regular","voo doméstico",596,587,1183,8037,7946,15983,0,821,821,0
"11484",2017-07-01,"sbeg","transporte não regular","voo internacional",68,77,145,1050,1027,2077,0,0,0,0
"11485",2017-07-01,"sbfi","transporte regular","voo doméstico",583,583,1166,85347,81681,167028,0,0,0,0
"11486",2017-07-01,"sbfi","transporte regular","voo internacional",22,22,44,2907,2487,5394,0,0,0,0
"11487",2017-07-01,"sbfi","transporte não regular","voo doméstico",325,329,654,14914,15509,30423,0,0,0,0
"11488",2017-07-01,"sbfi","transporte não regular","voo internacional",40,39,79,108,93,201,0,0,0,0
"11489",2017-07-01,"sbgo","transporte regular","voo doméstico",1219,1208,2427,138500,135115,273615,111339,157288,268627,141367
"11490",2017-07-01,"sbgo","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11491",2017-07-01,"sbgo","transporte não regular","voo doméstico",1449,1456,2905,13012,11277,24289,0,0,0,0
"11492",2017-07-01,"sbgo","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11493",2017-07-01,"sbht","transporte regular","voo doméstico",128,128,256,4634,4651,9285,0,0,0,0
"11494",2017-07-01,"sbht","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11495",2017-07-01,"sbht","transporte não regular","voo doméstico",60,61,121,99,89,188,0,0,0,0
"11496",2017-07-01,"sbht","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11497",2017-07-01,"sbiz","transporte regular","voo doméstico",102,102,204,13853,13826,27679,0,0,0,0
"11498",2017-07-01,"sbiz","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11499",2017-07-01,"sbiz","transporte não regular","voo doméstico",134,132,266,374,280,654,0,0,0,0
"11500",2017-07-01,"sbiz","transporte não regular","voo internacional",0,1,1,0,0,0,0,0,0,0
"11501",2017-07-01,"sbjc","transporte regular","voo doméstico",0,0,0,0,0,0,0,0,0,0
"11502",2017-07-01,"sbjc","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11503",2017-07-01,"sbjc","transporte não regular","voo doméstico",342,343,685,633,385,1018,0,0,0,0
"11504",2017-07-01,"sbjc","transporte não regular","voo internacional",9,7,16,0,0,0,0,0,0,0
"11505",2017-07-01,"sbjr","transporte regular","voo doméstico",0,0,0,0,0,0,0,0,0,0
"11506",2017-07-01,"sbjr","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11507",2017-07-01,"sbjr","transporte não regular","voo doméstico",2385,2381,4766,9906,6644,16550,0,0,0,0
"11508",2017-07-01,"sbjr","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11509",2017-07-01,"sbjv","transporte regular","voo doméstico",199,202,401,19247,18968,38215,0,0,0,0
"11510",2017-07-01,"sbjv","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11511",2017-07-01,"sbjv","transporte não regular","voo doméstico",131,127,258,804,920,1724,0,0,0,0
"11512",2017-07-01,"sbjv","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11513",2017-07-01,"sblo","transporte regular","voo doméstico",238,237,475,27826,27612,55438,0,0,0,0
"11514",2017-07-01,"sblo","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11515",2017-07-01,"sblo","transporte não regular","voo doméstico",742,729,1471,7825,7526,15351,0,0,0,0
"11516",2017-07-01,"sblo","transporte não regular","voo internacional",2,2,4,0,0,0,0,0,0,0
"11517",2017-07-01,"sbma","transporte regular","voo doméstico",130,130,260,11768,11539,23307,0,0,0,0
"11518",2017-07-01,"sbma","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11519",2017-07-01,"sbma","transporte não regular","voo doméstico",225,223,448,771,765,1536,0,0,0,0
"11520",2017-07-01,"sbma","transporte não regular","voo internacional",1,1,2,0,0,0,0,0,0,0
"11521",2017-07-01,"sbmk","transporte regular","voo doméstico",122,123,245,9689,9592,19281,0,0,0,0
"11522",2017-07-01,"sbmk","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11523",2017-07-01,"sbmk","transporte não regular","voo doméstico",315,317,632,3677,3187,6864,0,0,0,0
"11524",2017-07-01,"sbmk","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11525",2017-07-01,"sbmq","transporte regular","voo doméstico",246,246,492,27805,26519,54324,17500,37245,54745,0
"11526",2017-07-01,"sbmq","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11527",2017-07-01,"sbmq","transporte não regular","voo doméstico",157,157,314,301,200,501,0,0,0,0
"11528",2017-07-01,"sbmq","transporte não regular","voo internacional",4,3,7,0,0,0,0,0,0,0
"11529",2017-07-01,"sbmt","transporte regular","voo doméstico",0,0,0,0,0,0,0,0,0,0
"11530",2017-07-01,"sbmt","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11531",2017-07-01,"sbmt","transporte não regular","voo doméstico",3116,3099,6215,5088,5090,10178,0,0,0,0
"11532",2017-07-01,"sbmt","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11533",2017-07-01,"sbnf","transporte regular","voo doméstico",596,597,1193,71265,71071,142336,0,1608,1608,0
"11534",2017-07-01,"sbnf","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11535",2017-07-01,"sbnf","transporte não regular","voo doméstico",293,291,584,1406,1570,2976,0,0,0,0
"11536",2017-07-01,"sbnf","transporte não regular","voo internacional",1,1,2,0,0,0,0,0,0,0
"11537",2017-07-01,"sbpb","transporte regular","voo doméstico",5,5,10,552,532,1084,0,0,0,0
"11538",2017-07-01,"sbpb","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11539",2017-07-01,"sbpb","transporte não regular","voo doméstico",85,89,174,212,211,423,0,0,0,0
"11540",2017-07-01,"sbpb","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11541",2017-07-01,"sbpj","transporte regular","voo doméstico",292,294,586,31181,31761,62942,0,0,0,0
"11542",2017-07-01,"sbpj","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11543",2017-07-01,"sbpj","transporte não regular","voo doméstico",285,283,568,475,499,974,0,0,0,0
"11544",2017-07-01,"sbpj","transporte não regular","voo internacional",3,3,6,0,0,0,0,0,0,0
"11545",2017-07-01,"sbpk","transporte regular","voo doméstico",26,26,52,1254,1281,2535,0,0,0,0
"11546",2017-07-01,"sbpk","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11547",2017-07-01,"sbpk","transporte não regular","voo doméstico",34,36,70,68,66,134,0,0,0,0
"11548",2017-07-01,"sbpk","transporte não regular","voo internacional",2,0,2,0,6,6,0,0,0,0
"11549",2017-07-01,"sbpl","transporte regular","voo doméstico",170,172,342,22486,20057,42543,0,0,0,0
"11550",2017-07-01,"sbpl","transporte regular","voo internacional",4,4,8,0,0,0,0,0,0,0
"11551",2017-07-01,"sbpl","transporte não regular","voo doméstico",103,103,206,1115,1298,2413,0,0,0,0
"11552",2017-07-01,"sbpl","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11553",2017-07-01,"sbpp","transporte regular","voo doméstico",0,0,0,0,0,0,0,0,0,0
"11554",2017-07-01,"sbpp","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11555",2017-07-01,"sbpp","transporte não regular","voo doméstico",138,140,278,228,214,442,0,0,0,0
"11556",2017-07-01,"sbpp","transporte não regular","voo internacional",10,12,22,18,15,33,0,0,0,0
"11557",2017-07-01,"sbpr","transporte regular","voo doméstico",1,1,2,0,0,0,0,0,0,0
"11558",2017-07-01,"sbpr","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11559",2017-07-01,"sbpr","transporte não regular","voo doméstico",1176,1176,2352,1348,1278,2626,0,0,0,0
"11560",2017-07-01,"sbpr","transporte não regular","voo internacional",6,6,12,0,0,0,0,0,0,0
"11561",2017-07-01,"sbpv","transporte regular","voo doméstico",359,360,719,36002,36018,72020,0,0,0,0
"11562",2017-07-01,"sbpv","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11563",2017-07-01,"sbpv","transporte não regular","voo doméstico",235,235,470,102,0,102,0,0,0,0
"11564",2017-07-01,"sbpv","transporte não regular","voo internacional",1,1,2,0,0,0,0,0,0,0
"11565",2017-07-01,"sbrb","transporte regular","voo doméstico",127,128,255,15317,14595,29912,0,252,252,863
"11566",2017-07-01,"sbrb","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11567",2017-07-01,"sbrb","transporte não regular","voo doméstico",172,171,343,633,555,1188,0,0,0,0
"11568",2017-07-01,"sbrb","transporte não regular","voo internacional",1,1,2,0,0,0,0,0,0,0
"11569",2017-07-01,"sbrj","transporte regular","voo doméstico",3660,3681,7341,396417,387713,784130,0,0,0,0
"11570",2017-07-01,"sbrj","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11571",2017-07-01,"sbrj","transporte não regular","voo doméstico",594,575,1169,14284,14604,28888,0,0,0,0
"11572",2017-07-01,"sbrj","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11573",2017-07-01,"sbsj","transporte regular","voo doméstico",0,0,0,0,0,0,0,0,0,0
"11574",2017-07-01,"sbsj","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11575",2017-07-01,"sbsj","transporte não regular","voo doméstico",494,481,975,1752,1635,3387,0,0,0,0
"11576",2017-07-01,"sbsj","transporte não regular","voo internacional",0,11,11,28,0,28,0,0,0,0
"11577",2017-07-01,"sbsl","transporte regular","voo doméstico",645,668,1313,71315,77545,148860,0,0,0,0
"11578",2017-07-01,"sbsl","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11579",2017-07-01,"sbsl","transporte não regular","voo doméstico",301,277,578,4762,6912,11674,56298,150794,207092,0
"11580",2017-07-01,"sbsl","transporte não regular","voo internacional",2,4,6,1,4,5,0,0,0,0
"11581",2017-07-01,"sbsn","transporte regular","voo doméstico",210,210,420,21032,20035,41067,0,0,0,0
"11582",2017-07-01,"sbsn","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11583",2017-07-01,"sbsn","transporte não regular","voo doméstico",208,207,415,331,173,504,0,0,0,0
"11584",2017-07-01,"sbsn","transporte não regular","voo internacional",1,1,2,0,0,0,0,0,0,0
"11585",2017-07-01,"sbsp","transporte regular","voo doméstico",7297,7331,14628,945948,952952,1898900,0,0,0,0
"11586",2017-07-01,"sbsp","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11587",2017-07-01,"sbsp","transporte não regular","voo doméstico",1856,1796,3652,43396,42450,85846,0,0,0,0
"11588",2017-07-01,"sbsp","transporte não regular","voo internacional",2,2,4,4,4,8,0,0,0,0
"11589",2017-07-01,"sbte","transporte regular","voo doméstico",498,500,998,53063,54152,107215,25560,70749,96309,199124
"11590",2017-07-01,"sbte","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11591",2017-07-01,"sbte","transporte não regular","voo doméstico",250,242,492,2092,2435,4527,0,0,0,0
"11592",2017-07-01,"sbte","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11593",2017-07-01,"sbtf","transporte regular","voo doméstico",31,31,62,1466,1594,3060,0,0,0,0
"11594",2017-07-01,"sbtf","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11595",2017-07-01,"sbtf","transporte não regular","voo doméstico",160,158,318,384,408,792,2103,2901,5004,17596
"11596",2017-07-01,"sbtf","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11597",2017-07-01,"sbtt","transporte regular","voo doméstico",31,31,62,2449,3119,5568,0,170,170,0
"11598",2017-07-01,"sbtt","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11599",2017-07-01,"sbtt","transporte não regular","voo doméstico",88,87,175,396,380,776,1061,2184,3245,613
"11600",2017-07-01,"sbtt","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11601",2017-07-01,"sbuf","transporte regular","voo doméstico",9,9,18,537,461,998,0,0,0,0
"11602",2017-07-01,"sbuf","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11603",2017-07-01,"sbuf","transporte não regular","voo doméstico",27,27,54,53,78,131,0,0,0,0
"11604",2017-07-01,"sbuf","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11605",2017-07-01,"sbug","transporte regular","voo doméstico",14,14,28,732,718,1450,0,0,0,0
"11606",2017-07-01,"sbug","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11607",2017-07-01,"sbug","transporte não regular","voo doméstico",8,9,17,18,16,34,0,0,0,0
"11608",2017-07-01,"sbug","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11609",2017-07-01,"sbul","transporte regular","voo doméstico",406,393,799,41794,41873,83667,0,0,0,0
"11610",2017-07-01,"sbul","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11611",2017-07-01,"sbul","transporte não regular","voo doméstico",675,694,1369,5263,3794,9057,0,0,0,0
"11612",2017-07-01,"sbul","transporte não regular","voo internacional",7,7,14,28,27,55,0,0,0,0
"11613",2017-07-01,"sbur","transporte regular","voo doméstico",35,35,70,1955,1764,3719,0,0,0,0
"11614",2017-07-01,"sbur","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11615",2017-07-01,"sbur","transporte não regular","voo doméstico",200,204,404,1173,1215,2388,0,0,0,0
"11616",2017-07-01,"sbur","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11617",2017-06-01,"sbbe","transporte regular","voo doméstico",1026,1023,2049,118512,116790,235302,91643,263261,354904,0
"11618",2017-06-01,"sbbe","transporte regular","voo internacional",36,39,75,4853,4527,9380,0,0,0,0
"11619",2017-06-01,"sbbe","transporte não regular","voo doméstico",415,407,822,2110,2521,4631,0,18032,18032,0
"11620",2017-06-01,"sbbe","transporte não regular","voo internacional",8,9,17,12,6,18,0,0,0,0
"11621",2017-06-01,"sbbg","transporte regular","voo doméstico",0,0,0,0,0,0,0,0,0,0
"11622",2017-06-01,"sbbg","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11623",2017-06-01,"sbbg","transporte não regular","voo doméstico",18,19,37,89,72,161,0,0,0,0
"11624",2017-06-01,"sbbg","transporte não regular","voo internacional",4,3,7,12,12,24,0,0,0,0
"11625",2017-06-01,"sbbh","transporte regular","voo doméstico",49,49,98,1837,1831,3668,0,0,0,0
"11626",2017-06-01,"sbbh","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11627",2017-06-01,"sbbh","transporte não regular","voo doméstico",1602,1596,3198,7446,7543,14989,0,0,0,0
"11628",2017-06-01,"sbbh","transporte não regular","voo internacional",2,2,4,8,8,16,0,0,0,0
"11629",2017-06-01,"sbbi","transporte regular","voo doméstico",0,0,0,0,0,0,0,0,0,0
"11630",2017-06-01,"sbbi","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11631",2017-06-01,"sbbi","transporte não regular","voo doméstico",1041,1030,2071,481,5,486,0,0,0,0
"11632",2017-06-01,"sbbi","transporte não regular","voo internacional",1,1,2,0,0,0,0,0,0,0
"11633",2017-06-01,"sbbv","transporte regular","voo doméstico",85,85,170,11946,10517,22463,0,0,0,0
"11634",2017-06-01,"sbbv","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11635",2017-06-01,"sbbv","transporte não regular","voo doméstico",79,80,159,309,227,536,0,0,0,0
"11636",2017-06-01,"sbbv","transporte não regular","voo internacional",9,7,16,0,2,2,0,0,0,0
"11637",2017-06-01,"sbcg","transporte regular","voo doméstico",530,532,1062,59322,57145,116467,0,1164,1164,0
"11638",2017-06-01,"sbcg","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11639",2017-06-01,"sbcg","transporte não regular","voo doméstico",273,266,539,833,1207,2040,74683,88557,163240,0
"11640",2017-06-01,"sbcg","transporte não regular","voo internacional",11,12,23,3,2,5,0,0,0,0
"11641",2017-06-01,"sbcj","transporte regular","voo doméstico",80,80,160,5403,5016,10419,0,0,0,0
"11642",2017-06-01,"sbcj","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11643",2017-06-01,"sbcj","transporte não regular","voo doméstico",71,73,144,298,183,481,0,0,0,0
"11644",2017-06-01,"sbcj","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11645",2017-06-01,"sbcr","transporte regular","voo doméstico",17,17,34,1079,1024,2103,0,0,0,0
"11646",2017-06-01,"sbcr","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11647",2017-06-01,"sbcr","transporte não regular","voo doméstico",41,41,82,106,91,197,0,0,0,0
"11648",2017-06-01,"sbcr","transporte não regular","voo internacional",3,2,5,3,4,7,0,0,0,0
"11649",2017-06-01,"sbct","transporte regular","voo doméstico",2142,2158,4300,246798,242878,489676,122217,46726,168943,288984
"11650",2017-06-01,"sbct","transporte regular","voo internacional",59,57,116,2098,1932,4030,0,75605,75605,0
"11651",2017-06-01,"sbct","transporte não regular","voo doméstico",400,387,787,12062,11358,23420,0,0,0,0
"11652",2017-06-01,"sbct","transporte não regular","voo internacional",15,18,33,65,56,121,0,0,0,0
"11653",2017-06-01,"sbcz","transporte regular","voo doméstico",41,41,82,3381,3337,6718,0,0,0,0
"11654",2017-06-01,"sbcz","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"11655",2017-06-01,"sbcz","transporte não regular","voo doméstico",175,176,351,649,599,1248,0,0,0,0
"11656",2017-06-01,"sbcz","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
