CODMUNRES,n_obitos,n_obitos_tb,n_obitos_mulheres,prop_mulheres,n_obitos_menos5,CITY,IBGE_RES_POP,IBGE_RES_POP_BRAS,IBGE_RES_POP_ESTR,IBGE_DU,IBGE_DU_URBAN,IBGE_DU_RURAL,IBGE_POP,IBGE_1,IBGE_1-4,IBGE_5-9,IBGE_10-14,IBGE_15-59,IBGE_60+,IBGE_PLANTED_AREA,IBGE_CROP_PRODUCTION_$,IDHM Ranking 2010,IDHM,IDHM_Renda,IDHM_Longevidade,IDHM_Educacao
291710,128,1,45,35.15625,2,itororó,19914,19914,0,5960,5360,600,18067,245,1139,1571,1675,10974,2463,1681,1993,4295,0.594,0.598,0.739,0.474
291720,125,0,53,42.4,0,ituaçu,18127,18127,0,4986,1912,3074,7126,120,461,591,628,4447,879,5961,38163,4864,0.57,0.565,0.77,0.425
291730,161,1,65,40.37267080745342,0,ituberá,26591,26581,10,7445,5482,1963,19144,290,1336,1782,1879,11988,1869,12990,29477,4012,0.606,0.601,0.769,0.482
291733,46,1,19,41.30434782608695,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291735,49,0,15,30.612244897959183,1,jaborandi,8973,8973,0,2648,933,1715,3036,45,166,207,329,1895,394,134736,371275,3854,0.613,0.572,0.791,0.508
291740,86,0,36,41.86046511627907,0,jacaraci,13651,13651,0,3685,1415,2270,4913,55,281,389,417,3110,661,2026,3793,4316,0.593,0.573,0.741,0.49
291750,594,1,250,42.08754208754209,5,jacobina,79247,79177,70,24918,17808,7110,55759,828,3363,4354,5070,36209,5935,4560,7260,3147,0.649,0.636,0.772,0.558
291760,360,1,172,47.77777777777778,2,jaguaquara,51011,51005,6,14195,11054,3141,38774,628,2677,3716,4033,23167,4553,2813,12852,4643,0.58,0.586,0.747,0.446
291770,217,0,90,41.474654377880185,2,jaguarari,30343,30343,0,9098,5061,4037,16563,255,1017,1395,1528,10753,1615,5604,563,2930,0.659,0.644,0.806,0.551
291780,95,0,37,38.94736842105263,0,jaguaripe,16467,16467,0,4644,1486,3158,5175,78,317,461,609,3124,586,3179,13872,5123,0.556,0.552,0.763,0.407
291790,61,0,28,45.90163934426229,0,jandaíra,10331,10331,0,2706,1643,1063,6105,110,447,621,761,3573,593,5845,29189,5203,0.55,0.511,0.749,0.435
291800,1154,0,482,41.76776429809358,6,jequié,151895,151856,39,45348,41689,3659,138570,1920,8398,10877,11904,89791,15680,10464,25181,2800,0.665,0.656,0.79,0.568
291810,230,0,95,41.30434782608695,0,jeremoabo,37680,37680,0,10795,5242,5553,17360,265,1118,1617,1708,10595,2057,6798,8337,5244,0.547,0.561,0.689,0.424
291820,89,0,37,41.57303370786517,0,jiquiriçá,14118,14118,0,3992,1705,2287,5576,80,339,481,517,3507,652,6188,15886,5159,0.55,0.558,0.763,0.397
291830,105,0,46,43.80952380952381,0,jitaúna,14115,14107,8,4137,2707,1430,9231,126,543,821,861,5646,1234,7451,26376,4759,0.575,0.563,0.704,0.479
291835,148,0,55,37.16216216216216,3,joão dourado,22549,22549,0,6257,3716,2541,13713,230,1055,1403,1447,8356,1222,4941,12473,4312,0.593,0.573,0.709,0.513
291840,1323,2,567,42.857142857142854,12,juazeiro,197965,197936,29,55115,45048,10067,160520,2858,11101,14804,15432,103844,12481,31714,480692,2508,0.677,0.657,0.796,0.594
291845,57,0,23,40.35087719298245,2,jucuruçu,10290,10290,0,3009,717,2292,2276,25,120,180,242,1449,260,3993,23310,5313,0.541,0.508,0.751,0.415
291850,114,0,49,42.98245614035088,0,jussara,15052,15052,0,4191,2817,1374,10047,170,725,979,1033,5938,1202,4352,1714,4835,0.57,0.544,0.72,0.476
291855,54,0,22,40.74074074074074,0,jussari,6474,6471,3,2008,1504,504,4867,70,270,450,531,2871,675,2352,4438,4904,0.57,0.577,0.699,0.451
291860,81,1,40,49.382716049382715,1,jussiape,8031,8031,0,2382,958,1424,3066,39,138,201,239,1884,565,1030,8729,4101,0.602,0.6,0.736,0.493
291870,27,0,13,48.148148148148145,0,lafaiete coutinho,3901,3901,0,1249,706,543,2104,37,105,144,174,1296,348,896,2930,4178,0.599,0.576,0.771,0.483
291875,56,0,25,44.642857142857146,1,lagoa real,13934,13934,0,3312,769,2543,2806,48,164,233,250,1790,321,675,1589,5270,0.545,0.535,0.764,0.395
291880,151,1,53,35.099337748344375,1,laje,22201,22201,0,6385,1829,4556,5794,86,350,498,553,3708,599,8431,64574,4496,0.586,0.548,0.764,0.48
291890,36,0,14,38.88888888888889,1,lajedão,3733,3733,0,1219,673,546,2069,27,122,157,176,1269,318,3731,15041,3457,0.632,0.652,0.778,0.497
291900,17,0,9,52.94117647058824,0,lajedinho,3936,3936,0,1119,355,764,1243,17,73,103,124,797,129,183,524,5254,0.546,0.522,0.753,0.413
291905,45,1,18,40,0,lajedo do tabocal,8305,8305,0,2440,1520,920,5144,74,344,494,541,3053,638,1763,9851,4549,0.584,0.545,0.764,0.479
291910,53,1,24,45.28301886792453,0,lamarão,9560,9560,0,2459,625,1834,2081,27,125,193,221,1253,262,2073,251,5472,0.518,0.501,0.747,0.372
291915,166,0,67,40.36144578313253,0,lapão,25646,25646,0,7326,2928,4398,10036,156,719,910,992,6276,983,3961,14648,4244,0.596,0.55,0.755,0.51
291920,1127,7,450,39.92901508429459,2,lauro de freitas,163449,162510,939,49533,49533,NA,151542,2199,8813,11662,13234,104619,11015,14,47,482,0.754,0.781,0.827,0.663
291930,58,0,20,34.48275862068966,0,lençóis,10368,10327,41,3023,2383,640,7915,138,615,726,798,4983,655,1402,4736,3645,0.623,0.613,0.775,0.51
291940,78,0,35,44.871794871794876,0,licínio de almeida,12311,12311,0,3485,1869,1616,6253,92,405,532,533,3858,833,1848,4257,3686,0.621,0.582,0.775,0.531
291950,237,2,102,43.037974683544306,1,livramento de nossa senhora,42693,42693,0,11405,5825,5580,20504,282,1086,1560,1724,13352,2500,10090,58086,3896,0.611,0.587,0.793,0.491
291955,266,0,77,28.947368421052634,8,luís eduardo magalhães,60105,60072,33,17818,16421,1397,54662,1229,4282,5276,5212,37272,1391,229749,897121,1431,0.716,0.754,0.826,0.59
291960,79,0,36,45.56962025316456,0,macajuba,11229,11229,0,3331,2161,1170,6858,104,474,720,705,3929,926,766,609,5439,0.524,0.515,0.78,0.358
291970,127,2,56,44.09448818897638,2,macarani,17093,17093,0,4983,3888,1095,13622,188,872,1145,1383,8402,1632,222,654,4043,0.605,0.607,0.782,0.466
291980,252,0,123,48.80952380952381,1,macaúbas,47051,47051,0,12112,4361,7751,15391,209,862,1283,1376,9856,1805,8028,8006,3932,0.609,0.557,0.791,0.513
291990,42,0,16,38.095238095238095,0,macururé,8073,8073,0,2104,766,1338,2849,61,242,310,305,1663,268,50,12,4075,0.604,0.547,0.748,0.539
291992,103,0,43,41.74757281553398,0,madre de deus,17376,17376,0,5179,5035,144,16807,225,958,1297,1551,11511,1265,0,0,1687,0.708,0.67,0.794,0.667
291995,53,0,20,37.735849056603776,0,maetinga,7038,7038,0,1984,843,1141,2808,31,169,263,247,1730,368,631,358,5343,0.54,0.565,0.751,0.368
292000,55,0,20,36.36363636363637,0,maiquinique,8782,8782,0,2708,2079,629,6905,86,464,631,697,4247,780,132,624,4728,0.58,0.586,0.69,0.472
292010,122,0,49,40.16393442622951,0,mairi,19326,19316,10,5825,3507,2318,11095,152,626,1014,1122,6512,1669,2370,489,4817,0.57,0.575,0.744,0.438
292020,86,1,33,38.372093023255815,1,malhada,16014,16014,0,3899,1616,2283,6557,113,506,711,752,3904,571,8962,16581,5011,0.562,0.532,0.734,0.454
292030,59,0,22,37.28813559322034,0,malhada de pedras,8468,8468,0,2366,939,1427,3230,39,233,245,271,2060,382,2375,1505,4688,0.578,0.549,0.747,0.471
292040,75,0,35,46.666666666666664,2,manoel vitorino,14387,14387,0,3955,2077,1878,7355,107,487,718,812,4310,921,684,2142,4932,0.57,0.538,0.741,0.456
292045,36,0,13,36.11111111111111,0,mansidão,12592,12592,0,2824,1138,1686,4736,78,346,504,468,2846,494,1359,1455,4176,0.599,0.503,0.752,0.568
292050,178,0,77,43.258426966292134,3,maracás,24613,24613,0,7517,5425,2092,17664,230,1069,1608,1745,10768,2244,1145,9043,3989,0.607,0.577,0.747,0.519
292060,272,1,102,37.5,2,maragogipe,42815,42800,15,12103,7377,4726,24930,322,1445,1994,2181,16088,2900,2260,10655,3688,0.621,0.582,0.793,0.518
292070,77,0,26,33.76623376623377,0,maraú,19101,19057,44,5239,1007,4232,3472,62,234,338,361,2120,357,14051,32432,4324,0.593,0.643,0.801,0.404
292080,61,0,27,44.26229508196721,0,marcionílio souza,10500,10500,0,2912,1546,1366,5297,88,360,535,600,3084,630,73,154,5027,0.561,0.518,0.737,0.463
292090,83,0,28,33.734939759036145,0,mascote,14640,14640,0,4139,3241,898,11632,170,867,1177,1367,6596,1455,6020,36511,4621,0.581,0.567,0.744,0.464
292100,286,4,117,40.909090909090914,1,mata de são joão,40183,40017,166,11741,8680,3061,29751,454,1890,2517,2699,19691,2500,829,3460,2729,0.67,0.648,0.818,0.562
292105,63,0,24,38.095238095238095,2,matina,11145,11145,0,2743,917,1826,3463,48,269,323,321,2189,313,1361,1327,4818,0.57,0.538,0.74,0.469
292110,217,1,74,34.10138248847927,3,medeiros neto,21560,21560,0,6860,5377,1483,17042,245,1021,1420,1659,10407,2290,11831,37690,3600,0.625,0.626,0.777,0.501
292120,181,1,82,45.30386740331492,2,miguel calmon,26475,26475,0,8128,4916,3212,16041,277,1023,1342,1592,9753,2054,4185,3071,4500,0.586,0.571,0.745,0.472
292130,67,0,20,29.850746268656714,1,milagres,10306,10306,0,3131,2456,675,7758,114,452,656,760,4773,1003,87,305,3670,0.622,0.59,0.789,0.518
292140,85,0,28,32.94117647058823,0,mirangaba,16279,16279,0,4658,2294,2364,7469,130,458,700,800,4531,850,3781,9580,5300,0.542,0.512,0.685,0.454
292145,46,0,15,32.608695652173914,0,mirante,10507,10507,0,2788,533,2255,1809,27,124,170,182,1138,168,731,1647,5416,0.527,0.524,0.722,0.386
292150,323,1,136,42.10526315789473,1,monte santo,52338,52338,0,14505,2633,11872,8832,149,626,732,801,5403,1121,9423,5105,5512,0.506,0.515,0.699,0.359
292160,66,1,25,37.878787878787875,2,morpará,8280,8280,0,2396,1588,808,5525,85,351,560,594,3185,750,1831,546,5090,0.56,0.536,0.732,0.444
292170,254,0,99,38.976377952755904,3,morro do chapéu,35164,35154,10,9943,5799,4144,20213,383,1417,1870,2231,12088,2224,5855,29223,4456,0.588,0.554,0.766,0.478
292180,88,0,40,45.45454545454545,0,mortugaba,12477,12477,0,3447,1685,1762,5887,94,355,440,496,3626,876,1730,2611,3751,0.618,0.598,0.771,0.513
292190,58,0,26,44.827586206896555,0,mucugê,10545,10531,14,3068,1300,1768,4152,66,250,356,351,2691,438,9533,497021,4003,0.606,0.589,0.787,0.48
292200,205,0,79,38.53658536585366,1,mucuri,36026,36026,0,10602,8198,2404,27358,527,1947,2558,3019,17502,1805,11201,59214,2777,0.665,0.679,0.801,0.541
292205,90,1,34,37.77777777777778,1,mulungu do morro,12249,12249,0,3317,1701,1616,5913,113,405,592,654,3567,582,8550,16416,4935,0.57,0.517,0.753,0.466
292210,140,0,61,43.57142857142857,0,mundo novo,24395,24395,0,6725,3752,2973,13529,228,880,1318,1486,8127,1490,1800,4392,4413,0.59,0.606,0.791,0.429
292220,44,0,24,54.54545454545454,0,muniz ferreira,7317,7317,0,2255,1068,1187,3391,64,187,226,270,2248,396,1044,3634,3758,0.617,0.581,0.761,0.531
292225,43,0,12,27.906976744186046,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292230,227,0,108,47.57709251101321,0,muritiba,28899,28889,10,8324,5427,2897,18036,237,901,1364,1599,11750,2185,1885,5910,2906,0.66,0.629,0.796,0.573
292240,164,0,71,43.292682926829265,1,mutuípe,21449,21449,0,6504,3121,3383,9650,112,548,807,801,6215,1167,12197,24293,4136,0.601,0.618,0.751,0.467
292250,228,0,98,42.98245614035088,0,nazaré,27274,27274,0,7989,6865,1124,22804,338,1371,1639,2067,14878,2511,804,5003,3275,0.64,0.637,0.777,0.532
292260,70,1,27,38.57142857142858,2,nilo peçanha,12530,12530,0,3574,913,2661,3102,32,237,319,295,1916,303,9996,25028,5251,0.547,0.531,0.762,0.404
292265,70,0,26,37.142857142857146,0,nordestina,12371,12371,0,3327,1151,2176,3917,47,229,341,396,2371,533,4112,1189,5056,0.56,0.507,0.743,0.467
292270,86,0,36,41.86046511627907,0,nova canaã,16713,16713,0,5008,2132,2876,6850,104,390,596,601,4060,1099,2184,10452,5268,0.545,0.554,0.789,0.37
292273,62,0,25,40.32258064516129,1,nova fátima,7602,7602,0,2419,1646,773,5046,54,299,398,451,3189,655,1054,704,4228,0.597,0.575,0.738,0.501
292275,27,0,9,33.33333333333333,0,nova ibiá,6648,6648,0,2035,858,1177,2801,46,166,262,268,1778,281,5955,19751,4851,0.57,0.62,0.714,0.419
292280,64,0,34,53.125,2,nova itarana,7435,7435,0,2097,831,1266,2715,34,185,204,275,1652,365,482,1428,5442,0.524,0.508,0.729,0.389
292285,52,0,25,48.07692307692308,1,nova redenção,8034,8034,0,2125,1425,700,5227,73,300,491,525,3146,692,3011,2737,4918,0.57,0.534,0.723,0.471
292290,186,2,70,37.634408602150536,0,nova soure,24136,24136,0,6916,3582,3334,11703,201,737,1100,1221,6908,1536,3898,5386,5133,0.555,0.548,0.712,0.439
292300,277,1,115,41.51624548736462,4,nova viçosa,38556,38489,67,11204,9824,1380,33392,607,2455,3332,3585,20574,2839,3403,22888,3035,0.654,0.657,0.78,0.546
292303,72,0,26,36.11111111111111,0,novo horizonte,10673,10664,9,3113,1008,2105,3483,57,232,295,316,2206,377,1206,11479,4231,0.597,0.558,0.757,0.503
292305,67,1,24,35.82089552238806,0,novo triunfo,15051,15051,0,3649,1794,1855,7493,86,483,801,844,4564,715,2631,1224,5155,0.55,0.513,0.769,0.43
292310,152,0,63,41.44736842105263,0,olindina,24943,24943,0,7148,3848,3300,12747,185,853,1195,1224,7769,1521,3660,4550,5069,0.56,0.534,0.81,0.403
292320,141,0,54,38.297872340425535,1,oliveira dos brejinhos,21831,21831,0,6136,1925,4211,6584,101,368,595,678,3988,854,2730,1315,5156,0.55,0.533,0.747,0.427
292330,61,0,25,40.98360655737705,1,ouriçangas,8298,8298,0,2425,842,1583,2758,46,180,227,242,1815,248,373,943,3988,0.607,0.572,0.779,0.503
292335,105,1,31,29.523809523809526,3,ourolândia,16425,16425,0,4680,1829,2851,6337,127,499,678,668,3946,419,5292,1580,5061,0.56,0.547,0.701,0.459
292340,125,0,48,38.4,0,palmas de monte alto,20775,20775,0,5506,2624,2882,9829,135,582,872,952,6295,993,4132,2700,4514,0.586,0.561,0.777,0.462
292350,63,0,27,42.857142857142854,0,palmeiras,8410,8340,70,2448,1616,832,5194,84,352,517,524,3137,580,453,2742,3252,0.643,0.608,0.782,0.56
292360,113,1,53,46.902654867256636,0,paramirim,21001,21001,0,5633,2818,2815,9999,154,498,701,762,6649,1235,2211,6193,3817,0.615,0.604,0.776,0.496
292370,190,2,76,40,0,paratinga,29504,29504,0,7223,2838,4385,10885,208,877,1040,1028,6602,1130,5498,1017,4400,0.59,0.519,0.774,0.51
292380,180,0,87,48.333333333333336,1,paripiranga,27778,27778,0,8057,2919,5138,9472,114,526,671,865,5912,1384,21190,98909,4712,0.58,0.567,0.717,0.472
292390,73,1,27,36.986301369863014,0,pau brasil,10852,10847,5,2643,2252,391,7371,89,465,789,790,4288,950,4218,20118,4584,0.583,0.58,0.727,0.47
292400,764,5,317,41.49214659685864,4,paulo afonso,108396,108396,0,31292,27065,4227,93009,1529,5901,7682,8706,59671,9520,9114,3698,2576,0.674,0.678,0.789,0.572
292405,85,0,39,45.88235294117647,0,pé de serra,13752,13752,0,4073,1625,2448,5145,92,319,451,474,3171,638,664,92,4470,0.59,0.558,0.779,0.465
292410,48,0,21,43.75,0,pedrão,6876,6876,0,1880,484,1396,1714,35,94,179,141,1066,199,492,1663,4450,0.588,0.534,0.775,0.49
292420,54,0,20,37.03703703703704,0,pedro alexandre,16995,16995,0,4366,836,3530,2785,44,222,302,287,1700,230,11155,7324,5490,0.513,0.489,0.778,0.354
292430,123,0,50,40.65040650406504,0,piatã,17982,17982,0,4861,2181,2680,7610,104,491,687,716,4610,1002,1914,6953,4838,0.57,0.543,0.769,0.447
292440,142,0,51,35.91549295774648,2,pilão arcado,32860,32860,0,8218,2771,5447,11011,216,836,1209,1268,6444,1038,3810,3165,5510,0.506,0.514,0.737,0.343
292450,86,0,40,46.51162790697674,0,pindaí,15628,15628,0,4169,1245,2924,4314,63,259,357,354,2712,569,5203,2222,4089,0.603,0.566,0.777,0.498
292460,150,0,65,43.333333333333336,1,pindobaçu,20121,20121,0,6109,3355,2754,11203,172,775,1061,1117,6747,1331,1397,1256,4714,0.58,0.527,0.757,0.482
292465,68,0,26,38.23529411764706,0,pintadas,10342,10342,0,2879,1670,1209,5825,84,359,474,579,3545,784,700,96,3871,0.612,0.572,0.765,0.525
292467,41,1,17,41.46341463414634,0,piraí do norte,9799,9799,0,2659,1059,1600,3636,63,302,346,376,2233,316,7511,19456,5378,0.53,0.546,0.762,0.363
292470,70,0,28,40,2,piripá,12783,12756,27,3353,1756,1598,6152,90,328,423,482,3901,928,1070,504,4742,0.575,0.547,0.768,0.453
292480,133,0,70,52.63157894736842,0,piritiba,22399,22399,0,6676,4564,2112,15107,270,959,1410,1522,8912,2034,2268,7048,4678,0.578,0.566,0.76,0.449
292490,48,0,24,50,0,planaltino,8822,8822,0,2563,1090,1473,3618,70,211,274,366,2228,469,1247,3442,4819,0.57,0.573,0.708,0.462
292500,156,0,65,41.66666666666667,1,planalto,24481,24481,0,6896,4245,2651,14844,229,1015,1392,1482,8997,1729,3820,14732,5064,0.56,0.557,0.738,0.428
292510,362,0,159,43.92265193370166,0,poções,44701,44677,24,12907,10218,2689,34582,568,2335,3195,3311,20635,4538,3028,9621,4056,0.604,0.583,0.798,0.474
292520,205,0,85,41.46341463414634,1,pojuca,33066,33066,0,9605,8290,1315,28337,426,1714,2273,2453,19377,2094,55,432,2763,0.67,0.645,0.819,0.559
292525,96,2,40,41.66666666666667,0,ponto novo,15742,15742,0,4518,2625,1893,8367,133,507,720,819,5091,1097,2373,5984,4650,0.58,0.539,0.762,0.475
292530,811,4,282,34.77188655980271,9,porto seguro,126929,126064,865,37528,32325,5203,103240,1882,7685,10252,10778,67250,5393,10288,110753,2540,0.68,0.673,0.801,0.572
292540,62,2,22,35.483870967741936,1,potiraguá,9810,9810,0,2815,1855,960,6580,100,411,628,674,4010,757,100,447,3603,0.625,0.595,0.754,0.545
292550,182,0,66,36.26373626373626,2,prado,27627,27604,23,7599,4368,3231,15376,277,1131,1541,1681,9365,1381,14253,284851,3699,0.621,0.616,0.784,0.497
292560,100,0,45,45,0,presidente dutra,13750,13750,0,4064,2673,1391,9024,132,583,710,866,5649,1084,1939,1619,3828,0.614,0.572,0.73,0.553
292570,84,0,35,41.66666666666667,0,presidente jânio quadros,13652,13652,0,3795,1310,2485,4184,53,257,334,362,2537,641,1450,998,5304,0.542,0.533,0.772,0.386
292575,130,0,58,44.61538461538462,2,presidente tancredo neves,23846,23846,0,6548,2742,3806,9491,167,688,982,996,5864,794,11783,53069,5066,0.56,0.566,0.727,0.424
292580,172,1,79,45.93023255813954,2,queimadas,24602,24602,0,6992,3714,3278,12431,165,813,1135,1195,7439,1684,3173,519,4371,0.59,0.55,0.764,0.493
292590,142,2,58,40.845070422535215,0,quijingue,27228,27228,0,7276,1839,5437,6374,112,388,600,669,3810,795,17687,11706,5287,0.544,0.539,0.689,0.434
292593,45,0,17,37.77777777777778,0,quixabeira,9554,9554,0,3044,1251,1793,3659,48,227,314,333,2206,531,478,330,4694,0.578,0.547,0.753,0.469
292595,160,0,65,40.625,2,rafael jambeiro,22874,22874,0,6279,2079,4200,6832,100,419,632,607,4161,913,2300,70,4982,0.564,0.538,0.768,0.435
292600,224,1,97,43.30357142857143,0,remanso,38957,38957,0,10624,6361,4263,23391,407,1579,2186,2296,14372,2551,2216,2685,4663,0.579,0.569,0.757,0.451
292610,67,0,23,34.32835820895522,2,retirolândia,12055,12055,0,3688,2112,1576,6707,106,434,510,574,4287,796,3600,5390,3386,0.636,0.579,0.773,0.574
292620,139,1,56,40.28776978417266,0,riachão das neves,21937,21937,0,5923,2902,3021,10714,184,727,960,1141,6530,1172,162920,662804,4680,0.578,0.527,0.779,0.471
292630,235,0,95,40.42553191489361,1,riachão do jacuípe,33172,33172,0,10167,6165,4002,19849,248,1182,1612,1797,12636,2374,1083,1020,3521,0.628,0.588,0.755,0.559
292640,173,1,79,45.664739884393065,0,riacho de santana,30646,30646,0,8000,3646,4354,13063,211,813,1072,1093,8356,1518,8102,4461,3803,0.615,0.572,0.764,0.532
292650,70,0,29,41.42857142857143,1,ribeira do amparo,14276,14276,0,3966,562,3404,1912,27,124,177,236,1173,175,4336,28836,5494,0.512,0.503,0.694,0.384
292660,367,2,148,40.32697547683924,3,ribeira do pombal,47518,47518,0,13856,8915,4941,29716,473,1856,2671,2903,18494,3319,8945,4670,4141,0.601,0.599,0.704,0.515
292665,42,0,20,47.61904761904761,0,ribeirão do largo,8602,8602,0,2440,1315,1125,4630,60,320,511,511,2737,491,3525,11751,5326,0.54,0.566,0.759,0.366
292670,80,1,40,50,0,rio de contas,13007,13007,0,3722,1851,1871,6307,65,288,434,528,4004,988,3477,21188,4031,0.605,0.58,0.767,0.498
292680,83,0,35,42.168674698795186,0,rio do antônio,14815,14815,0,4013,1803,2210,5989,93,301,497,526,3731,841,1657,1524,4729,0.58,0.555,0.74,0.465
292690,58,0,26,44.827586206896555,0,rio do pires,11918,11918,0,3253,1545,1708,5258,86,240,351,441,3327,813,2143,2459,4308,0.594,0.568,0.767,0.481
292700,283,0,104,36.74911660777385,1,rio real,37164,37164,0,10666,6881,3785,23269,351,1529,2129,2419,14419,2422,24322,119324,4820,0.57,0.568,0.729,0.452
292710,68,0,24,35.294117647058826,0,rodelas,7775,7775,0,2066,1771,295,6514,116,524,676,705,3885,608,2315,25884,3458,0.632,0.566,0.79,0.564
292720,222,0,90,40.54054054054054,0,ruy barbosa,29887,29861,26,8778,6538,2240,22012,290,1340,2168,2252,13082,2880,586,1082,3916,0.61,0.583,0.77,0.505
292730,87,0,48,55.172413793103445,0,salinas da margarida,13456,13456,0,3842,1738,2104,5943,80,399,526,547,3799,592,57,73,3760,0.617,0.575,0.729,0.561
292740,16438,119,7460,45.382649957415744,77,salvador,2675656,2671290,4366,860309,860090,219,1955661,22808,91470,122653,143807,1376795,198128,3,51,389,0.759,0.772,0.835,0.679
292750,161,1,68,42.2360248447205,0,santa bárbara,19064,19064,0,5423,2639,2784,8657,129,547,755,910,5330,986,4100,210,4589,0.583,0.554,0.775,0.462
292760,67,0,25,37.3134328358209,1,santa brígida,15060,15060,0,4202,1677,2525,5575,109,414,516,556,3319,661,11210,3125,5255,0.546,0.533,0.71,0.431
292770,148,0,54,36.486486486486484,3,santa cruz cabrália,26264,26171,93,6768,4765,2003,15702,267,1162,1590,1678,9846,1159,8325,53076,3040,0.654,0.624,0.784,0.571
292780,40,0,16,40,0,santa cruz da vitória,6673,6673,0,1764,1337,427,5073,62,291,440,457,3151,672,313,826,3922,0.61,0.573,0.786,0.504
292790,90,1,43,47.77777777777778,0,santa inês,10363,10363,0,3240,2980,260,9494,120,532,740,963,5777,1362,128,755,4766,0.574,0.571,0.704,0.47
292800,185,0,79,42.7027027027027,2,santaluz,33838,33838,0,9487,6040,3447,20776,286,1392,1949,2019,12832,2298,14810,27977,4211,0.598,0.559,0.764,0.5
292805,94,1,32,34.04255319148936,2,santa luzia,13344,13344,0,4032,2346,1686,8026,110,517,826,878,4740,955,8609,11410,5117,0.556,0.564,0.768,0.396
292810,243,0,96,39.50617283950617,2,santa maria da vitória,40309,40296,13,11135,6814,4321,23753,364,1584,2054,2272,14984,2495,2740,9969,3842,0.614,0.592,0.758,0.516
292820,93,0,41,44.086021505376344,0,santana,24750,24741,9,6970,3917,3053,13422,194,902,1177,1244,8134,1771,5796,25835,3981,0.608,0.585,0.776,0.496
292830,69,1,38,55.072463768115945,0,santanópolis,8776,8776,0,2490,502,1988,1679,26,109,160,139,1041,204,3083,251,4331,0.59,0.561,0.746,0.496
292840,148,0,60,40.54054054054054,2,santa rita de cássia,26250,26240,10,7241,4159,3082,14828,283,1048,1357,1512,8903,1725,5052,5884,4052,0.605,0.564,0.766,0.513
292850,75,0,33,44,0,santa teresinha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4493,0.59,0.549,0.804,0.459
292860,378,3,163,43.12169312169312,0,santo amaro,57800,57790,10,17124,13288,3836,44587,608,2498,3195,4093,29360,4833,1203,5185,3194,0.65,0.626,0.772,0.559
292870,652,1,287,44.01840490797546,4,santo antônio de jesus,90985,90962,23,27472,24202,3270,79046,1140,4578,5842,6699,53841,6946,2973,15757,1927,0.7,0.677,0.815,0.622
292880,348,1,152,43.67816091954023,0,santo estêvão,47880,47880,0,13177,7822,5355,27557,513,1878,2339,2623,17626,2578,6315,602,3583,0.626,0.611,0.808,0.498
292890,120,0,46,38.333333333333336,3,são desidério,27659,27635,24,7036,2247,4789,8621,137,611,750,884,5539,700,561402,2352668,4658,0.579,0.584,0.742,0.449
292895,53,0,26,49.056603773584904,0,são domingos,9226,9226,0,2917,1893,1024,5913,70,341,484,498,3723,797,2800,4157,3295,0.64,0.601,0.757,0.575
292900,113,0,53,46.902654867256636,1,são félix,14098,14098,0,3704,2563,1141,9253,110,468,664,854,6279,878,616,2520,3325,0.639,0.582,0.769,0.583
292905,85,0,33,38.82352941176471,0,são félix do coribe,13048,13048,0,3698,3011,687,10546,183,777,1049,1021,6510,1006,2826,13309,3324,0.639,0.601,0.784,0.555
292910,127,0,52,40.94488188976378,0,são felipe,20305,20305,0,5949,3036,2913,9820,159,567,712,888,6259,1235,2051,6705,3780,0.616,0.565,0.787,0.525
292920,215,1,99,46.04651162790698,5,são francisco do conde,33183,33183,0,9503,7797,1706,22342,345,1379,1816,2240,14954,1608,454,1622,2586,0.674,0.641,0.812,0.587
292925,107,0,42,39.25233644859813,0,são gabriel,18427,18427,0,5148,2905,2243,10453,159,713,988,1067,6439,1087,4432,2600,4370,0.59,0.55,0.704,0.537
292930,225,0,103,45.77777777777778,0,são gonçalo dos campos,33283,33283,0,9020,4660,4360,16502,243,985,1333,1508,10654,1779,3600,5775,3552,0.627,0.636,0.752,0.516
292935,50,0,19,38,0,são josé da vitória,5715,5715,0,1725,1547,178,5141,63,352,516,561,3004,645,3185,3440,5267,0.546,0.553,0.686,0.429
292937,59,0,24,40.67796610169492,0,são josé do jacuípe,10180,10180,0,3152,2256,896,6973,115,460,645,682,4143,928,460,28,5170,0.552,0.555,0.726,0.417
292940,66,0,27,40.909090909090914,0,são miguel das matas,10414,10414,0,3109,1073,2036,3349,45,191,299,343,2032,439,4164,17493,4329,0.593,0.568,0.783,0.468
292950,249,1,101,40.562248995983936,0,são sebastião do passé,42153,42153,0,12368,9689,2679,33050,495,1834,2608,3014,22168,2931,434,1843,2972,0.657,0.633,0.812,0.551
292960,125,0,47,37.6,2,sapeaçu,16585,16585,0,4791,2383,2408,8059,104,488,616,725,5186,940,2674,10201,3825,0.614,0.602,0.735,0.522
292970,111,0,46,41.44144144144144,2,sátiro dias,18964,18964,0,5180,1296,3884,4302,59,263,368,414,2658,540,6956,39196,5424,0.527,0.524,0.736,0.379
